	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
839	For Every new like  we get on either page http://t.co/BzITNSax or http://t.co/9N48IB1j #IAmFinest* will donate £1 to @CR_UK CancerReserch	1	FinestFotograph	False	77	[{'text': 'IAmFinest', 'indices': [87, 97]}]	Thu Jun 28 22:54:07 +0000 2012	0
840	"It'd be a lot easier to retweet those ""For every RT this gets we will donate $5 to charity"" tweets, if they'd just add a dick joke in there."	1	Ryan_Patricks	False	4890	[]	Thu Jun 28 17:32:57 +0000 2012	2
841	"It'd be a lot easier to retweet those ""For every RT this gets we will donate $5 to charity"" tweets, if they'd just add a dick joke in there."	1	Ryan_Patricks	False	4890	[]	Thu Jun 28 17:32:57 +0000 2012	2
842	@BarbieKayB @mittromney EVERY TRUE AMERICAN go to ROMNEYS site &amp; donate now! We'll only have power in numbers. Call family/friends! #repeal	1	Kelloggie	False	1757	[{'text': 'repeal', 'indices': [136, 143]}]	Thu Jun 28 17:02:33 +0000 2012	0
843	FB Friends, for every like we get TODAY, we&amp;#039;ll donate $1 to feed hungry children... http://t.co/0JoHa3VK	1	synapseresults	False	158	[]	Thu Jun 28 16:01:32 +0000 2012	0
844	Tomorrow is Red Nose Day - its very near to our hearts &amp; we're raising money -we'll donate 50c from every coffee &amp; 100% cost of our cupcakes	8	LouisBaxters	False	1380	[]	Thu Jun 28 04:14:23 +0000 2012	0
845	Let us double your donation! Donate today &amp; our matching grant will help it go TWICE as far! http://t.co/NRo6AKsa #artheals #mentorship	2	freeartsmn	False	3010	[{'text': 'artheals', 'indices': [118, 127]}, {'text': 'mentorship', 'indices': [128, 139]}]	Thu Jun 28 14:21:19 +0000 2012	0
846	"RT @OutofPrintTees: ""We read to know that we are not alone.” -CS Lewis. We'll donate a book for each new follow we get. Please RT"	0	SarahJAskins	False	994	[]	Thu Jun 28 14:44:53 +0000 2012	0
847	"""We read to know that we are not alone.” -CS Lewis. We'll donate a book for each new follow we get. Please RT to all your friends!"	40	OutofPrintTees	False	28854	[]	Thu Jun 28 14:43:59 +0000 2012	1
848	“@HelpKarenKlein: For every follower we get on this account we will donate $1 to help Karen Klein the bullied bus monitor! RT to help out!!”	0	KassidyLesinski	False	55	[]	Thu Jun 28 13:10:15 +0000 2012	0
849	“@FactsAboutBoys: For every RT this quote gets, we will donate $0.10 to Red Cross to help starving kids in 3rd world countries.”	0	laughoutluke	False	1271	[]	Thu Jun 28 06:19:52 +0000 2012	0
850	"RT @Nature_Valley: Retweet if you support our #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://j.…"	1	parkercolorado	False	7209	[{'text': 'NationalParks', 'indices': [46, 60]}]	Mon Apr 30 22:30:08 +0000 2012	1
851	RT @EricNLeclair: RT @TELUS: In support of #EarthDay we’ll donate $3 dollars to @TreeCanada for every retweet http://t.co/A9z4ItkH #TELUSCSR	2	Year2Give	False	826	[{'text': 'EarthDay', 'indices': [43, 52]}, {'text': 'TELUSCSR', 'indices': [131, 140]}]	Sun Apr 22 15:03:09 +0000 2012	0
852	For every new Facebook fan we get this month, we’ll donate one meal to @FeedingAmerica. Tell your friends! http://t.co/CwhgFMdd	23	BaskinRobbins	True	189466	[]	Wed Apr 18 17:27:29 +0000 2012	1
853	For every photo of #Chicago you post to our wall, we'll donate $1 to help McClellan Elementary School! http://t.co/v7HG4K65	2	BlackstoneHotel	False	8473	[{'text': 'Chicago', 'indices': [19, 27]}]	Mon Apr 30 21:09:39 +0000 2012	0
854	"RT @Nature_Valley: Retweet if you support our #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://j.…"	1	parkercolorado	False	7209	[{'text': 'NationalParks', 'indices': [46, 60]}]	Mon Apr 30 22:30:08 +0000 2012	1
855	Help support us raise money for our friends @Framework_HA - Every RT we get in the next 24hrs, our Director @AlexFordCTEM will donate £1!	5	CTSkills	False	2055	[]	Mon Apr 30 15:34:55 +0000 2012	0
856	We will donate $1 tomorrow for every Macho sold at #BTTR in honor of National Hamburger Month to @thechrishags... http://t.co/y2yY6sMZ	3	LatinBurger	False	12458	[{'text': 'BTTR', 'indices': [51, 56]}]	Mon Apr 30 20:54:58 +0000 2012	0
857	RT @blackstonehotel For every photo of #Chicago you post to our wall, we'll donate $1 to help McClellan Elementary... http://t.co/kPm98avU	0	DNM_Chicago	False	677	[{'text': 'Chicago', 'indices': [39, 47]}]	Mon Apr 30 21:59:03 +0000 2012	0
858	RT @blackstonehotel For every photo of #Chicago you post to our wall, we'll donate $1 to help McClellan Elementary... http://t.co/X4Qg8MmX	0	DNM_Chi_Travel	False	74	[{'text': 'Chicago', 'indices': [39, 47]}]	Mon Apr 30 21:59:02 +0000 2012	0
859	Starting tomorrow, for every family vacation photo you post to our wall we'll donate $1 to the Urban Discovery Academy! http://t.co/kz0vCq1y	1	CYSanDiego	False	807	[]	Mon Apr 30 21:19:13 +0000 2012	0
860	RT @blackstonehotel: For every photo of #Chicago you post to our wall, we'll donate $1 to help McClellan Elementary! http://t.co/56J1Gfij	0	RivaCrabhouse	False	800	[{'text': 'Chicago', 'indices': [40, 48]}]	Mon Apr 30 21:12:05 +0000 2012	0
861	RT @redlomocom For every new vote we receive by 14 may 2013 we will donate $1 to the  Red Cross @redcross. http://t.co/fGXF7asL	0	InternetDeals77	False	65	[]	Mon Apr 30 20:48:12 +0000 2012	0
862	#SoWeWondered…can we gain followers by doing for others? Let's find out. We'll donate $1 for every new follow! Tweet us ur nonprofit. 1k cap	4	happymatterokc	False	643	[{'text': 'SoWeWondered', 'indices': [0, 13]}]	Mon Apr 30 14:53:54 +0000 2012	0
863	Follow! For every new follower by 5/15, we will donate $1 to local chapters of MakeAWish! (up to $5K) Learn more: http://t.co/66whvOwr	8	DunkinNYTri	False	9814	[]	Mon Apr 30 01:12:17 +0000 2012	0
864	"Retweet if you support our #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://t.co/jVoXGf1n"	617	NatureValley	True	28157	[{'text': 'NationalParks', 'indices': [27, 41]}]	Fri Apr 27 15:25:04 +0000 2012	20
865	RT @eracash For every vote we receive daily, we will donate $1 to the Red Cross to aid in relief  http://t.co/sGybyrHP	0	STEPHENGAUL	False	1038	[]	Mon Apr 30 18:49:10 +0000 2012	0
866	"FOR EVERY £500 Spent with Ashby Tile &amp; Bathrooms

WE WILL DONATE

£25!!!

To 

Rainbows Hospice For Children &amp;... http://t.co/WCJy63mn"	3	ashbytilebaths	False	624	[]	Fri Apr 27 12:58:19 +0000 2012	0
867	For every new #Follower we get this week we will #Donate 1 Dollar to the Kids with Cancer Society *RT* #KidswithCancer http://t.co/98EmpB47	1	DeluxePaintNY	False	197	[{'text': 'Follower', 'indices': [14, 23]}, {'text': 'Donate', 'indices': [49, 56]}, {'text': 'KidswithCancer', 'indices': [103, 118]}]	Mon Apr 30 17:17:40 +0000 2012	0
868	For every new #Follower we get this week we will #Donate 1 Dollar to the Kids with Cancer Society *RT* #KidswithCancer http://t.co/98EmpB47	1	DeluxePaintNY	False	197	[{'text': 'Follower', 'indices': [14, 23]}, {'text': 'Donate', 'indices': [49, 56]}, {'text': 'KidswithCancer', 'indices': [103, 118]}]	Mon Apr 30 17:17:40 +0000 2012	0
869	Take our #speakupsavealife survey today and we'll donate 20p to @RefugeCharity for each one http://t.co/2JtTmhDR	13	SamBaker	True	39326	[{'text': 'speakupsavealife', 'indices': [9, 26]}]	Fri Apr 27 20:15:31 +0000 2012	2
870	RT @eracash For every vote we receive daily, we will donate $1 to the Red Cross to aid in relief  http://t.co/BLi1YTvp	0	WistNews	False	3744	[]	Mon Apr 30 17:02:38 +0000 2012	0
871	Help support us raise money for our friends @Framework_HA - Every RT we get in the next 24hrs, our Director @AlexFordCTEM will donate £1!	5	CTSkills	False	2055	[]	Mon Apr 30 15:34:55 +0000 2012	0
872	Our Director @AlexFordCTEM has said that for every RT we get in the next 24hrs, he will donate £1 per RT to our friends @Framework_HA	4	CTSkills	False	2055	[]	Mon Apr 30 13:16:05 +0000 2012	0
873	"MT @nature_valley: RT if you support our #NationalParks! For every ""like"" on Facebook we'll donate $1 to @NPCA: http://t.co/VPDwvM7P"	0	RastikisInk	False	174	[{'text': 'NationalParks', 'indices': [41, 55]}]	Mon Apr 30 13:40:29 +0000 2012	0
874	Our Director @AlexFordCTEM has said that for every RT we get in the next 24hrs, he will donate £1 per RT to our friends @Framework_HA	4	CTSkills	False	2055	[]	Mon Apr 30 13:16:05 +0000 2012	0
875	"Retweet if you support our #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://t.co/iil67XXO"	15	NatureValley	True	28157	[{'text': 'NationalParks', 'indices': [27, 41]}]	Thu Apr 26 16:50:37 +0000 2012	0
876	"Retweet if you support our #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://t.co/fl7OYTlC"	516	NatureValley	True	28157	[{'text': 'NationalParks', 'indices': [27, 41]}]	Wed Apr 25 16:15:17 +0000 2012	13
877	"RT @nature_valley: RT if you support our #NationalParks! For every ""like"" Facebook posts get we'll donate $1 to @NPCA: http://t.co/MLbi4cFs"	0	SMHCS	False	10478	[{'text': 'NationalParks', 'indices': [41, 55]}]	Mon Apr 30 12:20:19 +0000 2012	0
878	"RT @nature_valley: RT if you support #NationalParks! For every ""like"" our Facebook posts get we'll donate $1 to @NPCA: http://t.co/7hcIsx1v"	0	CreatingResults	False	1933	[{'text': 'NationalParks', 'indices': [37, 51]}]	Mon Apr 30 12:15:57 +0000 2012	0
879	Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks. #LLBean100	40	LLBean	True	63812	[{'text': 'LLBean100', 'indices': [103, 113]}]	Wed Feb 29 20:39:00 +0000 2012	0
880	Our story on Steve Gleason airs tonight! Also, like the kxly4news Facebook page & we'll donate a quarter for every like to @team_gleason	3	MelissaKXLY4	True	10723	[]	Wed Feb 29 23:39:26 +0000 2012	0
881	Pints for Parks tonight - we'll donate a dollar from every tap pour you drink to restoration efforts in Golden Gardens!	2	TheNobleFir	False	1779	[]	Wed Feb 29 23:11:16 +0000 2012	0
882	For the kids: We will donate a pair of Freshades to a local kids hospital for every RT  within the nxt 30 #kidsmatter http://t.co/kZx8VrVm	2	Freshades	False	1184	[{'text': 'kidsmatter', 'indices': [106, 117]}]	Wed Feb 29 21:25:02 +0000 2012	0
883	"Excellent!
RT @LLBean: Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks. #LLBean100"	0	earthswanderer	False	548	[{'text': 'LLBean100', 'indices': [126, 136]}]	Wed Feb 29 21:29:54 +0000 2012	0
884	For the kids: We will donate a pair of Freshades to a local kids hospital for every RT  within the nxt 30 #kidsmatter http://t.co/kZx8VrVm	2	Freshades	False	1184	[{'text': 'kidsmatter', 'indices': [106, 117]}]	Wed Feb 29 21:25:02 +0000 2012	0
885	last day to help us donate to ACS Daffodil Days! Please RT, for every new follower we will donate $1! #spreadtheword #donate	1	Moore_Research	False	502	[{'text': 'spreadtheword', 'indices': [102, 116]}, {'text': 'donate', 'indices': [117, 124]}]	Wed Feb 29 21:24:07 +0000 2012	0
886	last day to help us donate to ACS Daffodil Days! Please RT, for every new follower we will donate $1! #spreadtheword #donate	1	Moore_Research	False	502	[{'text': 'spreadtheword', 'indices': [102, 116]}, {'text': 'donate', 'indices': [117, 124]}]	Wed Feb 29 21:24:07 +0000 2012	0
887	last day to tweet yr #cat pics and help needy cats! for each pic we'll donate 5c to charity. use hashtag #CatDaddy! @JacksonGalaxy	1	TarcherPerigee	True	7838	[{'text': 'cat', 'indices': [21, 25]}, {'text': 'CatDaddy', 'indices': [105, 114]}]	Wed Feb 29 16:01:11 +0000 2012	0
888	RT @tarcherbooks: Keep tweeting yr #cat pics til the end of Feb! Use #CatDaddy + we'll donate 5c for each pic to needy cats! @JacksonGalaxy	0	CatToyscom	False	1153	[{'text': 'cat', 'indices': [35, 39]}, {'text': 'CatDaddy', 'indices': [69, 78]}]	Wed Feb 29 21:17:19 +0000 2012	0
889	RT @tarcherbooks: Keep tweeting yr #cat pics til the end of Feb! Use #CatDaddy + we'll donate 5c for each pic to needy cats! @JacksonGalaxy	0	BorisKitty	False	13872	[{'text': 'cat', 'indices': [35, 39]}, {'text': 'CatDaddy', 'indices': [69, 78]}]	Wed Feb 29 21:17:18 +0000 2012	0
890	ANOTHER REMINDER! Keep tweeting yr #cat pics til the end of Feb! Use #CatDaddy + we'll donate 5c for each pic to needy cats! @JacksonGalaxy	20	TarcherPerigee	True	7838	[{'text': 'cat', 'indices': [35, 39]}, {'text': 'CatDaddy', 'indices': [69, 78]}]	Mon Feb 27 20:53:34 +0000 2012	1
891	RT @LLBean Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks. #LLBean100	0	RobAbrams9	False	114	[{'text': 'LLBean100', 'indices': [114, 124]}]	Wed Feb 29 21:05:06 +0000 2012	0
892	Help our parks! RT @LLBean Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks.	1	hiltonheadsc	False	20245	[]	Wed Feb 29 20:53:03 +0000 2012	0
893	Help our parks! RT @LLBean Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks.	1	hiltonheadsc	False	20245	[]	Wed Feb 29 20:53:03 +0000 2012	0
894	RT @llbean: Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks. #LLBean100	1	mainecalling	False	5179	[{'text': 'LLBean100', 'indices': [115, 125]}]	Wed Feb 29 20:51:07 +0000 2012	0
895	Don't forget that for every follow, RT & reply sent to @LLBean this year, we'll donate $1 to @GoParks. #LLBean100	40	LLBean	True	63812	[{'text': 'LLBean100', 'indices': [103, 113]}]	Wed Feb 29 20:39:00 +0000 2012	0
896	Share your MAD fundraising ideas for #GoMAD2012, & we'll donate 10p for every idea submitted http://t.co/a8lD8Isk @Railwaychildren	3	redspottedhanky	False	7272	[{'text': 'GoMAD2012', 'indices': [37, 47]}]	Wed Feb 29 18:00:26 +0000 2012	0
897	RT @HopewellDental #ShareASmile help a pet find its forever home! We'll #donate $10 to LCHS for each new fan or pet pic http://t.co/KaIJikB8	0	garykadi	False	6877	[{'text': 'ShareASmile', 'indices': [19, 31]}, {'text': 'donate', 'indices': [72, 79]}]	Wed Feb 29 19:09:31 +0000 2012	0
898	For the next 3 days, we will donate $3 for every hat and T-shirt and $5 for jersey we sell to @jayscare. #helpingthecause #jaysfanunite #bib	3	prowearsports	False	638	[{'text': 'helpingthecause', 'indices': [105, 121]}, {'text': 'jaysfanunite', 'indices': [122, 135]}, {'text': 'bib', 'indices': [136, 140]}]	Wed Feb 29 14:28:37 +0000 2012	0
899	For every 100 clicks on our #Ecobeauty tab on FB we will donate money to plant 1 tree!Click,retweet & tell ur friends! https://t.co/UF0z7v8r	17	WeAreOriflame	False	30211	[{'text': 'Ecobeauty', 'indices': [28, 38]}]	Tue Feb 28 14:25:28 +0000 2012	1
900	Do you have leaflets you would like out in DL1 3 postcode area? For every 1000 leaflets distributed we will donate £1 to @stoswaldsuk :)	3	RLMGroupUK	False	4557	[]	Wed Feb 29 14:11:25 +0000 2012	0
901	Awesome! Thx so much! RT @prowearsports: For the next 3 days, we will donate $3 for every hat/T-shirt & $5 for jersey we sell to @JaysCare	1	JaysCare	True	22201	[]	Wed Feb 29 14:36:52 +0000 2012	0
902	Awesome! Thx so much! RT @prowearsports: For the next 3 days, we will donate $3 for every hat/T-shirt & $5 for jersey we sell to @JaysCare	1	JaysCare	True	22201	[]	Wed Feb 29 14:36:52 +0000 2012	0
903	Leap Year Wednesday ~ Get the 'Car Butler' app for the iPhone, Android & iPad &  we'll donate $1 for each download to @StJude up to $1,000.	3	CarButlerApp	False	4843	[]	Wed Feb 29 13:10:31 +0000 2012	0
904	We are happy to announce our new feature called MyGoodAct points. For each $ you donate, you will receive 7 points! http://t.co/Hy4xp8fg	1	MyGoodAct	False	3126	[]	Wed Feb 29 10:57:23 +0000 2012	0
905	Sands Kapiti we will donate $5 from every 'Memory Stone' or 'Memory Plaque' we sell to Sands just tell us what... http://t.co/ENX54lCY	1	MariaJamesGifts	False	747	[]	Wed Feb 29 00:54:54 +0000 2012	0
906	@Charlie26Adam I'm doing this thing for sports relief, Every sports icon i get to RT my tweets we will donate to Sport relief, please help!	0	ImTheDONbro	False	32	[]	Tue Feb 28 22:43:57 +0000 2012	0
907	Share this with a friend and for every new fan we’ll donate a pair of socks to someone in need - up to 500,000 pairs. http://t.co/sHa01MNN	1	BeNononsense	True	9671	[]	Tue Feb 28 21:35:59 +0000 2012	0
908	Day 2 of the new website launch! For every pack ordered today, we will donate $5 to the #USO! http://t.co/q5SKX5OD , RT and help us raise $!	2	RyanJosephPromo	False	395	[{'text': 'USO', 'indices': [88, 92]}]	Tue Feb 28 20:47:59 +0000 2012	0
909	Day 2 of the new website launch! For every pack ordered today, we will donate $5 to the #USO! http://t.co/q5SKX5OD , RT and help us raise $!	2	RyanJosephPromo	False	395	[{'text': 'USO', 'indices': [88, 92]}]	Tue Feb 28 20:47:59 +0000 2012	0
910	Final year UG? The National Student Survey is live! We'll donate £1 to our student hardship fund for every one completed...	2	AberUni	False	27564	[]	Tue Feb 28 20:00:38 +0000 2012	0
911	"Taken the Play Together Pledge yet? For every pledge, we’ll donate
$1 to support @MakeAWish up to $10K! http://t.co/ETsTGby7 #causes #wish"	4	Duo_Games	False	3065	[{'text': 'causes', 'indices': [125, 132]}, {'text': 'wish', 'indices': [133, 138]}]	Mon Feb 27 17:49:41 +0000 2012	0
912	Today, we will donate $1 to @StJude for every download of the 'Car Butler' app for iPhone, Android, and iPad, up to $1,000.	1	CarButlerApp	False	4843	[]	Tue Feb 28 18:14:26 +0000 2012	0
913	For every retweet this gets we'll donate $1 to @Water through this fundraiser until the goal is met: http://t.co/XhqpFoki	47	37people	False	1124	[]	Wed Feb 15 02:19:46 +0000 2012	1
914	Only two more days to upload your photo to our Facebook page for #CatPride month! For each photo, we'll donate $1 to the @ASPCA...	1	FreshStep	True	18857	[{'text': 'CatPride', 'indices': [65, 74]}]	Tue Feb 28 18:11:54 +0000 2012	0
915	Support the #RaceforHopeDC by Following/Liking Us http://t.co/EPG9qzCB We'll donate $1 for every Like or Follow!	8	GaryMiles3	False	718	[{'text': 'RaceforHopeDC', 'indices': [12, 26]}]	Thu Feb 23 15:20:43 +0000 2012	0
916	For every 100 clicks on our #Ecobeauty tab on FB we will donate money to plant 1 tree!Click,retweet & tell ur friends! https://t.co/UF0z7v8r	17	WeAreOriflame	False	30211	[{'text': 'Ecobeauty', 'indices': [28, 38]}]	Tue Feb 28 14:25:28 +0000 2012	1
917	Last Day! Please RT! Help @Philabundance! Like @DunkinPhilly on Facebook! Every new like we'll donate $1! http://t.co/0lirb16y	2	DunkinPhilly	False	15669	[]	Sat Dec 31 23:29:46 +0000 2011	0
918	Last Day! Please RT! Help @Philabundance! Like @DunkinPhilly on Facebook! Every new like we'll donate $1! http://t.co/0lirb16y	2	DunkinPhilly	False	15669	[]	Sat Dec 31 23:29:46 +0000 2011	0
919	Don't forget, for every follower by Midnight we will donate 10p to @NSPCC! But also the amazing @keighleyk will match our donation!!	4	FutureShockWres	False	12390	[]	Sat Dec 31 17:31:26 +0000 2011	0
920	Last Day! Pls RT! Help @Philabundance! Like @DunkinPhilly on Facebook! Every new like we'll donate $1! http://t.co/0lirb16y	1	DunkinPhilly	False	15669	[]	Sat Dec 31 20:35:40 +0000 2011	0
921	Last Day! Pls RT! Help @Philabundance! Like @DunkinPhilly on Facebook! Every new like we'll donate $1! http://t.co/0lirb16y	1	DunkinPhilly	False	15669	[]	Sat Dec 31 20:35:40 +0000 2011	0
922	This&gt; RT @DunkinPhilly Last Day to help @Philabundance! Like @DunkinPhilly on Facebook! Every new like we'll donate $1! http://t.co/75uvL8ya	0	JulReDesigns	False	3336	[]	Sat Dec 31 12:58:22 +0000 2011	0
923	For every follower we have at 00.01 January 1st we will donate 10p to the NSPCC! #spiritofgiving #BestInTheNorthWest	14	FutureShockWres	False	12390	[{'text': 'spiritofgiving', 'indices': [81, 96]}, {'text': 'BestInTheNorthWest', 'indices': [97, 116]}]	Wed Dec 21 19:55:56 +0000 2011	0
924	RT @Aramex We’re investing $15,000 in the education of the youth of @RuwwadJo each wish using #IWishSomeoneINeverMet will donate 1 USD!	1	Shan_mhd	False	787	[{'text': 'IWishSomeoneINeverMet', 'indices': [94, 116]}]	Thu Dec 29 15:15:19 +0000 2011	0
925	You can help us help @Philabundance! Like @DunkinPhilly on Facebook thru tomorrow. Every new like we'll donate $1! http://t.co/0lirb16y	3	DunkinPhilly	False	15669	[]	Fri Dec 30 22:53:39 +0000 2011	0
926	For every #DeloitteWish we receive, we will donate #50cent to the Make-A-Wish foundation - http://t.co/6z5twdmP	1	TekstCom	False	840	[{'text': 'DeloitteWish', 'indices': [10, 23]}, {'text': '50cent', 'indices': [51, 58]}]	Fri Dec 30 22:48:37 +0000 2011	0
927	How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving charity! http://t.co/MgDfR1Yr	1	gogrowgo	False	10806	[]	Fri Dec 30 19:52:11 +0000 2011	0
928	RT How Do You Teach Your Kids To Be Thankful? For Each Reply, WE'LL Donate $1 To a Deserving Charity! @horizondairy: http://t.co/nH32xOhu v	0	flouronmyface2	False	7827	[]	Fri Dec 30 20:45:02 +0000 2011	0
929	Help us help @Philabundance! Like @DunkinPhilly on Facebook thru tomorrow. Every new like we'll donate $1! http://t.co/0lirb16y	2	DunkinPhilly	False	15669	[]	Fri Dec 30 18:48:19 +0000 2011	0
930	RT HOW DO YOU TEACH YOUR KIDS TO BE THANKFUL? FOR EACH REPLY, WE'LL DONATE $1 TO A DESERVING CHARITY! @horizondairy: http://t.co/nH32xOhu v	1	flouronmyface2	False	7827	[]	Fri Dec 30 20:07:10 +0000 2011	0
931	RT HOW DO YOU TEACH YOUR KIDS TO BE THANKFUL? FOR EACH REPLY, WE'LL DONATE $1 TO A DESERVING CHARITY! @horizondairy: http://t.co/nH32xOhu v	1	flouronmyface2	False	7827	[]	Fri Dec 30 20:07:10 +0000 2011	0
932	RT @TonyaStaab: How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving charity! http://t.co/XjXQtFc0	0	HollyHamann	False	8578	[]	Fri Dec 30 19:53:40 +0000 2011	0
933	How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving charity! http://t.co/YZmNkyZ2	1	flouronmyface2	False	7827	[]	Fri Dec 30 19:45:50 +0000 2011	0
934	Times are hard. Can't donate yourself? Join us on FB, & we'll donate $.10 for every friend you get to LIKE our page. http://t.co/7Djj9ep7	1	TheNooGuy	False	1017	[]	Fri Dec 30 19:20:08 +0000 2011	0
935	"We will donate a canned good to our #MHT Ward 6 neighbor, New Hampshire Food Bank, for every new ""like"" before midnight on NYE #grateful"	2	GarthCorriveau	False	1372	[{'text': 'MHT', 'indices': [36, 40]}, {'text': 'grateful', 'indices': [127, 136]}]	Fri Dec 30 19:04:25 +0000 2011	0
936	~&gt; RT @DunkinPhilly: Help @Philabundance! Like @DunkinPhilly on Facebook thru tomorrow. Every new like we'll donate $1! http://t.co/62Xb0Gyt	0	SocialSola	False	11255	[]	Fri Dec 30 18:52:33 +0000 2011	0
937	ONLY 2 DAYS LEFT! Every #BOOK u order, we'll #DONATE 1 to @c2cboston! http://t.co/nBTcCME5 @Linda_Holliday RT @threebeanpress #KidsInNeed	0	brandirahill	False	6472	[{'text': 'BOOK', 'indices': [24, 29]}, {'text': 'DONATE', 'indices': [45, 52]}, {'text': 'KidsInNeed', 'indices': [126, 137]}]	Fri Dec 30 18:49:31 +0000 2011	0
938	ONLY 2 DAYS LEFT! For every book u order, we'll donate 1 to @c2cboston! http://t.co/7p6WrPqm @Linda_Holliday	1	threebeanpress	False	383	[]	Fri Dec 30 17:55:31 +0000 2011	0
939	Have you seen this technology? RT @PetQR partners w/ @RailroadPark For each tag sold we'll donate $10 to support them http://t.co/HXi1SKkv	3	RailroadPark	False	55084	[]	Thu Dec 22 17:11:56 +0000 2011	1
940	@FootballHarry lets build on the followers and pass the word about for every 100 followers we get i will donate £10 to helpharryhelpothers	6	JohnHHHO	False	912	[]	Fri Dec 30 07:55:05 +0000 2011	0
941	For each $10 you donate we will give one solar light bulb to a family in #Haiti. Donate today here: http://t.co/ucKKzU4h and #PowerTheWorld	15	MusicForRelief	True	74130	[{'text': 'Haiti', 'indices': [73, 79]}, {'text': 'PowerTheWorld', 'indices': [125, 139]}]	Thu Dec 29 19:30:13 +0000 2011	1
942	Wishing You Happy Holidays! Tell us which cause UR passionate about &  we'll donate $1 for each causeboard created! http://t.co/5PCka34E	8	TwitCause	False	456615	[]	Sun Dec 25 23:28:22 +0000 2011	1
943	RT @eatattgifridays: We know that #Youngstown cares! For every new fan we will #donate to #SecondHarvestFB ... HURRY! http://t.co/euyYd15L	0	RMDFoodMoms	False	67	[{'text': 'Youngstown', 'indices': [34, 45]}, {'text': 'donate', 'indices': [79, 86]}, {'text': 'SecondHarvestFB', 'indices': [90, 106]}]	Fri Dec 30 03:50:03 +0000 2011	0
944	Did u know every time u retweet my  tweets we will donate $5 to a cancer research and a cancer hospital & every top tweet we give 10$.	3	WeMadeQuotes	False	635	[]	Fri Dec 30 01:43:19 +0000 2011	0
945	RT @nevadayoungalum: Only a few days left of our membership drive! For each new member in Dec. we'll donate $1 to @FoodBankNN-Let's do...	0	UNevadaStrong	False	1011	[]	Fri Dec 30 00:56:39 +0000 2011	0
946	There are still a few days left to #ShareTheLove! We’ll donate $250 to 1 of 5 charities for every new car sold / leased http://t.co/C7C3PssF	4	subaru_usa	True	429450	[{'text': 'ShareTheLove', 'indices': [35, 48]}]	Thu Dec 29 19:02:14 +0000 2011	0
947	RT and spread the word - for every new registration to appSmitten we will donate $1 to the @komenforthecure foundation! http://t.co/8P6LCzeV	0	AppSmitten	False	599	[]	Thu Dec 29 21:00:05 +0000 2011	0
948	RT @MusicForRelief: For each $10 you donate we will give one solar light bulb to a family in #Haiti. Donate today here: http://t.co/ucKK ...	0	ItsJaeKay	False	821	[{'text': 'Haiti', 'indices': [93, 99]}]	Thu Dec 29 19:31:14 +0000 2011	0
949	RT @subaru_usa: There are still a few days left to #ShareTheLove! We’ll donate $250 to 1 of 5 charities for every ne... http://t.co/kBxzTQbN	0	Country_Clean	False	147	[{'text': 'ShareTheLove', 'indices': [51, 64]}]	Thu Dec 29 19:10:53 +0000 2011	0
950	RT @subaru_usa:  A few days left to #ShareTheLove! We’ll donate $250 to 1 of 5 charities 4 every new car sold / leased http://t.co/ZTGs1hvR	0	LagVal	False	1473	[{'text': 'ShareTheLove', 'indices': [36, 49]}]	Thu Dec 29 19:04:05 +0000 2011	0
951	RT @namedotcom Please #HelpStopSOPA with a retweet!  We'll donate money for every tweet from http://t.co/6nnnycB8 Get the word out!	0	VWerner	False	144	[{'text': 'HelpStopSOPA', 'indices': [22, 35]}]	Thu Dec 29 18:16:02 +0000 2011	0
952	@andrewhyde Please #HelpStopSOPA with a retweet!  We'll donate money for every tweet from http://t.co/A0xgvnAp Get the word out!	0	namedotcom	True	57187	[{'text': 'HelpStopSOPA', 'indices': [19, 32]}]	Thu Dec 29 18:13:28 +0000 2011	0
953	RT @Aramex We’re investing $15,000 in the education of the youth of @RuwwadJo each wish using #IWishSomeoneINeverMet will donate 1 USD!	1	Shan_mhd	False	787	[{'text': 'IWishSomeoneINeverMet', 'indices': [94, 116]}]	Thu Dec 29 15:15:19 +0000 2011	0
