	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
0	"Our 1st giveaway!!! One lucky winner will win a B.A.P Noir album. 

Donate $5 + to 2nd B.A.P school (link in bio). Every $5 =1 raffle entry 

Fill Donation form/sent us a screenshot proof 

Remember that we're better together! Together we can help build another school. Thank you! https://t.co/ecYqzr9pdK"	42	PTW_Togetherot6	False	395	[]	Sun Jun 30 16:17:14 +0000 2019	43
1	GIVE the rainbow. TASTE the rainbow! 🌈 We’re teaming up with @TrueColorsUnite to help end youth homelessness in the LGBTQ+ community. For every LIKE from 6/24/19 – 6/30/19, we will donate $1 up to a max of $10,000 to help support the cause. #Pride2019 https://t.co/a0fxo7tK8t	434	Skittles	True	392024	[]	Mon Jun 24 13:45:29 +0000 2019	1586
2	"This is an extremely important cause!

Help us to set up our own Film and Sound Studio in which we'll produce exclusive Films and Songs in English for Palestine!

Here's a link to donate: https://t.co/JbeqkYTwEM 

If each one of our supporters donated $1, we'll meet our goal https://t.co/5Of33hMsrP"	14	AhmedShameya	False	7356	[]	Sun Jun 30 22:57:05 +0000 2019	19
3	"🚨Happy Last Day of Quarter🚨

We’re having a staff competition on the @KamalaHarris campaign and so here’s my ask: pitch in what you can today $1, $5, $10. 

Every bit will help Kamala build on debate momentum AND will help me beat @emmyruiz &amp; @JKazadi 

https://t.co/rGpN29feLM"	50	adamslily	True	49562	[]	Sun Jun 30 14:19:04 +0000 2019	133
4	WE NEED YOUR HELP! We need to raise $1,300 by 8/31! Every person who donates will be entered into a drawing to win a one of a kind special prize. Donations can be made by visiting https://t.co/FsRigpY1Kf &amp; clicking the donate button. #dfwcaninesd #servethosewhoserved #servicedogs	3	DFWServiceDogs	False	572	[]	Thu Aug 23 18:27:09 +0000 2018	3
5	Snap a pic at our NYC Pride mural (5th Ave &amp; 20th St)! Tag us on Instagram or Twitter with #ProgressForPride. 🏳‍🌈 For every post this month, we’ll donate $1 to True Colors United to support LGBTQ homeless youth, up to $10,000. https://t.co/6ZM3cdTFb6	289	LoveMySilk	True	48635	[{'text': 'ProgressForPride', 'indices': [95, 112]}]	Sun Jun 09 20:26:18 +0000 2019	2096
6	"5 DAYS TO GO! If we don't reach £50k by July 1st, we won't be able to achieve our aim of never having a pump out of action.

Every £ you donate will be matched by @Oxford_GCRF - together we can make a difference! #water4all. Help today: https://t.co/GDHz7SRbkY https://t.co/qRJfqLwqQe"	5	OxReach	False	1022	[]	Wed Jun 26 09:15:06 +0000 2019	3
7	Join the fight for #LGBTequality this June during #PrideMonth &amp; #Stonewall50. This month, for every #McAfeePride post, we'll donate to #LGBT causes. Like &amp; RT to get involved now. #LifeAtMcAfee https://t.co/rKH4zXFGLm	17	McAfee	True	112456	[{'text': 'LGBTequality', 'indices': [19, 32]}, {'text': 'PrideMonth', 'indices': [50, 61]}, {'text': 'Stonewall50', 'indices': [68, 80]}, {'text': 'McAfeePride', 'indices': [104, 116]}]	Tue Jun 18 22:02:44 +0000 2019	29
8	"Optifresh crystal white is a must have in every home. Trust me you will thank me after trying it. We donate to school children when you partronize us too. 
#TwitterVendors https://t.co/bQdIBg8sxg"	9	Cyamahmg	False	767	[]	Thu Jun 27 18:57:52 +0000 2019	6
9	"This is an extremely important cause!

Help us to set up our own Film and Sound Studio in which we'll produce exclusive Films and Songs in English for Palestine!!

Here's a link to donate: https://t.co/rBtU62UXd6

If each one of our supporters donated $1, we'll meet our goal! https://t.co/dcfdifDMJR"	32	FalastinVoices	False	4695	[]	Fri Jun 28 20:49:20 +0000 2019	35
10	🏖🐶🐾🚌 SUMMER ROAD TRIP! For every $500 raised (up to $5,000 through July 31st) we will get a $500 match and get closer to the beach! All donations count toward the match! https://t.co/2wp64DLqvz Please DONATE! Please RE-TWEET! Get your donations MATCHED! Thank you! #RADARdogs https://t.co/Wuw5kjlMcT	2	RADARDogs	False	545	[]	Sun Jun 30 19:35:58 +0000 2019	0
11	"🚨RAFFLE TODAY (SUN)We have the lovely #vegan Limited Edition ToteBag generously provided 2us by @miomojo_italia 💚ALL PROCEEDS will go towards r down payment for the farm!Each raffle entry is $5-donate $20=4 entries! https://t.co/0JbV30x7Au  THANKU ALL! 
Ends 2nite 11:59PM EST! https://t.co/VjJ8TXEtQK"	4	RileyFarmRescue	False	3295	[{'text': 'vegan', 'indices': [38, 44]}]	Sun Jun 30 14:36:18 +0000 2019	4
12	"🚨WIN A BAG JUST4 donating $5! RAFFLE TODAY (SUNDAY) We have the lovely #vegan Limited Edition Tote Bag generously provided to us by @miomojo_italia 💚Will go2 down payment for farm! Each raffle entry is$5-donate
;$20 = 4 entries! https://t.co/0JbV30x7Au  
Ends2NIGHT 11:59pmEST! https://t.co/fKTWU3DmHf"	2	RileyFarmRescue	False	3295	[{'text': 'vegan', 'indices': [71, 77]}]	Sun Jun 30 20:49:29 +0000 2019	2
13	"@BrexiteerHappy @SocialM85897394 @DavidLammy do you even realise the harm you have caused with you disgusting ""white saviour"" comments. We have taken you at you word and, unfortunately, black people do not do the charity thing like white people do. So many will due now. Donate your salary every month?Total idiot"	2	LovattWinifred	False	223	[]	Sun Jun 30 21:07:42 +0000 2019	2
14	Hola, Friends! We have until midnight 🕛 tonight to raise $ before our Campaign Finance deadline!!⏰ Will you donate $7️⃣ bucks, $1️⃣7️⃣, or any amount you are able to our campaign? 🙏🏽 No amount is too small. Every💲makes a difference. Contribute ▶️: https://t.co/0J0JvVL4hM https://t.co/nZtuS7IGaw	1	Victoria4Texas	True	8531	[]	Sun Jun 30 21:02:05 +0000 2019	2
15	For each game I don't go to I will donate my admittance cost to a mental health charity, I know its not a lot but if we all did it then they will benefit far more than a narcissist will.	6	atommo66	False	303	[]	Sun Jun 30 12:41:28 +0000 2019	55
16	It’s #NationalFosterCareMonth. For every retweet of this tweet, we will donate $1 – up to $10K – to the organization @KidsInSpotlight. Even better, @ComedyCentral will match that donation, and @jimjefferies will personally match the donation as well. https://t.co/1a1cf1Kasn	11845	jefferiesshow	True	49704	[{'text': 'NationalFosterCareMonth', 'indices': [5, 29]}]	Tue May 07 17:56:35 +0000 2019	4619
17	"Our fundraiser to help provide a lawyer to children &amp; families experiencing poverty ends tonight! 

We just need twenty donors to donate $25 each and we can reach our Twitter goal of $500. All donations are currently matched. Will you step up? 

Give now: https://t.co/5CWHyQRO6R https://t.co/qVKdeMKmGO"	1	nylag	False	3113	[]	Sun Jun 30 16:31:37 +0000 2019	0
18	We've done it! £7520! Thank you thank you thank you to everyone who got us to this point! The crowdfunder page is still going to be live for a few more weeks though and every £ you donate will get us £1 closer to buying this land! https://t.co/MrjDE7Z2GT	4	AvonNeedsTrees	False	53	[]	Sat Jun 29 13:30:41 +0000 2019	11
19	The party’s just getting started. Keep celebrating #JuneDairyMonth by using the hashtag #GiveMilkMoney all month long. Every time you post, we will donate a gallon of milk to help kids in need.	24	dfamilk	False	4444	[{'text': 'JuneDairyMonth', 'indices': [51, 66]}, {'text': 'GiveMilkMoney', 'indices': [88, 102]}]	Mon Jun 17 18:19:26 +0000 2019	38
20	"@HawkDiesel1906 @KamalaHarris @JoanieVee1 @DrDinD @RashmiGaur9 @tweetMalena @marsha_vivinate @ScarletAvengers @janrobinjackson @Sludgeycourt @Kalestine Thank you!! It's the end of quarter 2, and we’re having a staff fundraising competition on the 
campaign -- can each of you donate $1? That's all it takes, and every bit will help!

https://t.co/ejNijbV1CB"	2	nathanpevans	False	1971	[]	Sun Jun 30 19:04:20 +0000 2019	8
21	It’s JUNE 30th today will conclude our fundraiser I challenge EACH student to just donate 1$ To get change we must be the change FAMILY LETS FINISH STRONG!!🔰even reach out out to your mom dads auntie uncles neighbors friends boyfriend and girlfriends and those side chicks💚💛	4	shatreice	False	735	[]	Sun Jun 30 18:01:05 +0000 2019	3
22	"In celebration of our supporting partnership with @Refill we are offering an exclusive discount on our Spirit blue machine AND we will donate £15 to Refill for every one sold! 🌎✨

https://t.co/4Hn7zyrK5P"	5	SodaStreamUK	True	20970	[]	Fri Jun 28 09:57:58 +0000 2019	11
23	We want to celebrate #EpicPride by supporting LGBTQ students! For every RT this tweet gets, we will donate $.25 (up to $10k!) to @PointFoundation, the National LGBTQ Scholarship Fund. Find out more about the donation and our Pride celebration: https://t.co/jmf3fh8Naa https://t.co/oUL6oqkE3k	1322	EpicReads	True	195103	[{'text': 'EpicPride', 'indices': [21, 31]}]	Sat Jun 01 12:55:07 +0000 2019	495
24	"📢 𝗜𝗠𝗣𝗢𝗥𝗧𝗔𝗡𝗧 𝗗𝗘𝗕𝗔𝗧𝗘 𝗡𝗢𝗧𝗘 📢

The presidential race is critical.

But if we don't flip the Senate, Mitch McConnell and Lindsey Graham will block EVERYTHING we believe in. Every last bit.

We must win the Senate.

⬇️ Donate $5 right now ⬇️
https://t.co/XBkHP89DIW"	1945	harrisonjaime	True	145216	[]	Wed Jun 26 22:50:06 +0000 2019	4140
25	Chris&amp;i don't have it easy but we love each other this isn't where we wanted 2b at this point inour lives we had dreams&amp;plans God had a different plan&amp;journey we pray that God will make away4him2have his heart&amp;lung transplant surgery please pray RT&amp;donate https://t.co/98c72fjGka https://t.co/XgAKrb5x86	11	dawn8_dawn	False	18354	[]	Sun Jun 30 01:02:32 +0000 2019	17
26	For every 100,000 retweets this gets Bell will donate $5000 towards mental health initiatives. Lets see how much we can raise! #BellLetsTalk	84917	BeII_LetsTaIk	False	3130	[{'text': 'BellLetsTalk', 'indices': [127, 140]}]	Wed Jan 30 04:42:05 +0000 2019	14558
27	SCOTUS’s decision to greenlight partisan gerrymandering means it’s up to the states to make every vote count. That means electing legislators who will draw fair districts. We can do that in LA, but we need your help. Please contribute today: https://t.co/BYDSEjOpfn #FlipItFriday	13	Lori4Louisiana	False	852	[]	Fri Jun 28 22:07:43 +0000 2019	19
28	"Our quarterly fundraising deadline is in less than 15 hours, and we’re only $9,785 away from our $30,000 goal! 

Every dollar will go directly to reaching voters across the county. Donate before midnight tonight &amp; make sure your voice is heard. #TeamJRC 

https://t.co/rfh3GfStmI https://t.co/ZjqQ33tAvD"	2	Clemmons4Mayor	False	1380	[]	Sun Jun 30 14:32:35 +0000 2019	8
29	"If you donate to @Everytown today, @MikeBloomberg will match your donation 2-for-1. Your donation will go to build the grassroots power we need to keep winning and the influx of support will put the gun lobby on notice.

Donate now. 👇 https://t.co/5MMer1RRd7"	56	Everytown	True	226192	[]	Sat Jun 29 14:06:00 +0000 2019	74
30	For every RT we’ll donate $1, up to $1.5M, in support of first responders to the @GarySiniseFound (1.18.19 – 2.8.19). At age 5, NFL star @10AJMcCarron was in a jet ski accident. First responders were there to answer the call. Meet The Team That Wouldn’t Be Here. #AllOurThanks	172758	verizon	True	1659447	[]	Fri Jan 18 21:33:45 +0000 2019	51057
31	Our first major fundraising deadline is two days away. We have a lot of momentum in our campaign to defeat Cory Gardner and flip the U.S. Senate, and every single dollar counts. If you want to see a Democratic Senate in 2020, will you pitch in $5 today? &gt;&gt; https://t.co/BpJTlWGZtZ	203	johnwalshco	True	8284	[]	Fri Jun 28 22:01:47 +0000 2019	367
32	We all love our four-legged friends and at Butcher’s we believe every dog deserves to be happy, healthy and nourished. By tweeting #NourishEveryDog below we will donate 1 Butcher’s meal to a dog in need across nationwide charities. T&amp;Cs: https://t.co/exIg8JA6st 🐾	1035	butchersdogfood	False	437	[]	Fri Apr 26 15:32:34 +0000 2019	1935
33	For World Autism Month, add a $1, $3 or $5 donation to your order anytime you visit the Castle. Plus, for every Crave Case sold online we’ll donate $3 to the cause. Valid 4/1–5/18. Order Now https://t.co/juLRqJ69TO https://t.co/SikeGzThhU	31	WhiteCastle	True	91930	[]	Mon Apr 01 13:00:00 +0000 2019	143
34	The GOP will be defending 22 senate seats in 2020.  If democrats take 4 of them we control the Senate.  Now is the time for every Democrat to pick your favorite seat to flip and do something to help.  Volunteer, donate, make calls, tell your friends, just start helping.	4428	OMGno2trump	False	100211	[]	Thu Apr 25 22:55:58 +0000 2019	7731
35	Join us at @komenchicago Mother’s Day Race For the Cure on May 12! For every participant (21+) who raises $180—the typical cost for a mammogram—we'll donate $10 per person, up to $10K. #LoveTitos https://t.co/j9eWGc2PjJ https://t.co/ds5LBVUpDQ	1	TitosVodka	True	57488	[]	Tue Apr 30 23:25:01 +0000 2019	3
36	SPECIAL FSD CHALLENGE: We just received a call from another very generous alum who is going to match every donation dollar for dollar for the next $3,000! ALSO, the next 10 donors will receive a Xavier umbrella! DONATE NOW at https://t.co/eBrOhqWI2j #ForeverASaint https://t.co/mBzdKspcGf	3	XavierSaints	False	2910	[]	Tue Apr 30 23:14:05 +0000 2019	14
37	Great to see another #EmeraldSnowLeopard selfie,and it's helping @Daisy_Greyhound feel better. If you have an #EmeraldSnowLeopard take a selfie with it, post using the hashtag and we'll donate £2 to @snowleopards for every selfie shared https://t.co/lqo2eoOKLb	1	EmeraldLibrary	False	1295	[{'text': 'EmeraldSnowLeopard', 'indices': [21, 40]}]	Tue Apr 30 14:35:57 +0000 2019	2
38	"I just participated in the #KnowBrainer Campaign @MedCircle will donate up to $5 million to #MentalHealth charities in 2019.

For every person who submits a vote, we'll donate $1 on your behalf.
It's literally a #KnowBrainer 
VOTE HERE: https://t.co/WqRvfYCSOA https://t.co/qd3kddjOez"	4	iamandremckay	False	7261	[{'text': 'KnowBrainer', 'indices': [27, 39]}, {'text': 'MentalHealth', 'indices': [92, 105]}]	Tue Apr 30 22:05:59 +0000 2019	13
39	"Even if you can't donate anything you can still retweet for your followers. Who knows maybe someone on your timeline will see this tweet and get touched to send something. 
We raise by lifting each other. None of us is an island that doesn't need other people to succeed."	4	EmemOgar	False	59140	[]	Tue Apr 30 14:37:02 +0000 2019	0
40	Happy Earth Day! To celebrate, I will donate a tree for every retweet, like, comment or follow this post gets in the next 24 hours, up to 5000 trees. ⁦@TonyRobbins is matching donations to ⁦@Treesftf⁩ in April. Together we can plant a lot of trees https://t.co/kDS9N8lGq7	546	drfrances	False	12529	[]	Mon Apr 22 12:55:04 +0000 2019	631
41	".@rachelyankey11, @susannareid100 and @chapmans17 
are the first women to ever take part in #SoccerAid

Through #UKAidMatch, we will double every £1 you donate to @SoccerAid for @Unicef_UK, doubling the difference you make to children’s lives.

Donate - https://t.co/hmKqU0oSAX https://t.co/2Y4aVuTJpp"	29	DFID_UK	True	331264	[{'text': 'SoccerAid', 'indices': [92, 102]}]	Tue Apr 30 11:11:11 +0000 2019	70
42	Disability is a part of life, &amp; at some point, will touch each of us &amp; those we love. At ESL, we’re working towards better support for the 56.7 million Americans who live with disability &amp; their families. Donate to ESL in just 7 days on Give for Good Day: https://t.co/CeXh4o4YgH https://t.co/uyYAuBXNB9	1	LAEasterSeals	False	2424	[]	Tue Apr 30 21:28:02 +0000 2019	1
43	Okay people, just like every year, its time for Ramadan ration disturbution. We will be distributing Ramadan Ration in the needy families this Ramadan again so they can have reasonable aftaris/sehris. For that you need to donate Rs 5000 OR let us know about the needy families. https://t.co/AuZvi1w8fI	26	SaraKhlili	False	4274	[]	Sat Apr 13 16:14:07 +0000 2019	8
44	"Help raise money for @arnispizza1965's Care &amp; Share Scholarship while also enjoying a night at an Aviators game on Tuesday, June 18th!

$2 ticket discount &amp; we'll donate $2 of each Dugout Reserved ticket purchased with special online code!

Learn more: https://t.co/kATr0ednX3 https://t.co/6Rc1aXwFec"	2	Lafayette_BSB	False	2349	[]	Tue Apr 30 18:50:53 +0000 2019	2
45	In need of hashtag heroes! For every story of perseverance posted with #StoriesForOoch, we’ll donate $1 (up to $25,000 until May 11) to https://t.co/n9FPQX5ul3. https://t.co/MpDuC2N0OE	40	VWcanada	True	52760	[{'text': 'StoriesForOoch', 'indices': [71, 86]}]	Tue Apr 30 18:35:24 +0000 2019	183
46	Please donate and help our rescues, we have so many serious cases and don't get many donations. Please every pound will go towards the poor animals in our care 🙏🏻🙏🏻🙏🏻 https://t.co/78dsR5RQec	26	innocentpets	False	1006	[]	Sat Apr 27 21:15:15 +0000 2019	20
47	"We've got a chance to win $2,500 as part of the Fund the Shelters Challenge!
The 6 organizations that raise the most between Tuesday, April 30th at 2pm ET and Thursday, May 9th at 1:59:59pm ET will each win $2,500.
Click Here https://t.co/5k9IuBnoCH to #donate. #AdoptDontShop https://t.co/FrthmcWgYE"	2	emeraldcitypet	False	877	[]	Tue Apr 30 18:56:55 +0000 2019	0
48	At the end of every month we will be appealing to as many of our supporters to donate just £1 to our Kennel fund, can you help us? We receive no funding apart from donations &amp; are an entirely voluntary organisation. #boxerdog #doglovers  https://t.co/Kxm8irbMCr … … … … … …	44	legacy_joey	False	2786	[]	Mon Apr 29 16:28:04 +0000 2019	28
49	"@Fistula_Fdtn #MothersDay is right around the corner. We're excited to share that a generous donor will MATCH every gift, dollar-for-dollar, up to $200,000!
 Donate now: https://t.co/bpqWvBRTr4 https://t.co/K5qf0qWWzE"	4	LifeYouCanSave	False	11974	[{'text': 'MothersDay', 'indices': [14, 25]}]	Fri Apr 26 13:05:53 +0000 2019	4
50	"We're proud to support @CMNHospitals and @PlayYellow4Kids.

From now until May 31st, we will donate $4 from every box of ERC Soft Yellow golf balls sold to the Children's Miracle Network Hospitals 🙌

Get yours now! &gt;&gt; https://t.co/JtsTT5ZOnx #PlayYellow https://t.co/7HRtxg2a6j"	22	CallawayGolf	True	347389	[]	Fri Apr 19 20:01:21 +0000 2019	64
51	"Have you got your PA Guide Card yet? 

Just £15 for a year’s worth of great discounts at some fab restaurants across the city.

We’ll also donate £2.50 from each card sale to charity. Learn more &amp; buy your card here: https://t.co/8zsFF5zml3

#ThePAGuide #ThePAGuideCard https://t.co/vUChp9QRKL"	2	ThePAGuide	False	2405	[]	Tue Apr 30 14:08:21 +0000 2019	3
52	help save the bees because they’re endangered! we literally cannot live without bee’s. go to @Pornhub new beesexual channel and watch the funny bee videos, for every view, they will donate to bee saving charities🐝❤️ @thekiranoir https://t.co/L3YObEpVvd	1795	Abella_Danger	True	1004581	[]	Wed Apr 17 18:01:09 +0000 2019	7599
53	We all have a chance to make a difference today with a simple gesture. Let's work together. For every #BellLetsTalk tweet, Bell will donate 5¢ to mental health.	3207	Pchiddy	True	92741	[{'text': 'BellLetsTalk', 'indices': [102, 115]}]	Wed Jan 31 18:13:20 +0000 2018	1205
54	We hit our goal — but you can help us make this the best Spring Member Drive ever. Every donation made today will be matched DOLLAR FOR DOLLAR. https://t.co/O3XLip6qBH https://t.co/YrfF0CmnS8	1	TexasTribune	True	198175	[]	Tue Apr 30 18:59:01 +0000 2019	6
55	Our Knitting Nook program returns for five weeks beginning this Friday, May 3! Sit &amp; knit with us each week at the Women's Centre (170 Cashin Ave Ext) from 10 a.m. - 12 p.m. We'll be making scarves to donate to @thrivecyn's Street Reach participants. All skill levels welcome. 🧶 https://t.co/CJkl1LAlIU	2	SJSOWC	False	4556	[]	Tue Apr 30 16:24:35 +0000 2019	3
56	For every RT @Verizon will donate $1, up to $1.5M, in support of first responders to the @GarySiniseFound (1.18.19 – 2.8.19). We’re proud to partner with Verizon and introduce The Team That Wouldn’t Be Here. Join me in recognizing first responders. #AllOurThanks https://t.co/Mhh92x01ig	14759	GarySiniseFound	True	52068	[]	Sun Jan 20 22:29:57 +0000 2019	6181
57	"If 208 of my followers can give out 500Naira each, we will be able to help pay her school fees. 
If you can't help donate 500Naira, Please RT for others who can. 

6554262285
Nneka Helen @cocoa_buttar
Fidelity Bank https://t.co/sK7UbIDcDj"	176	omokehinde___	False	12514	[]	Mon Apr 29 20:46:02 +0000 2019	74
58	"For six weeks beginning Monday April 29th, Acorn will donate £10 to @mariecurieuk for every stairlift we sell.

⭐️⭐️Read More ⭐️⭐️
https://t.co/rWXdFqG4OU https://t.co/dWGQAwNb5o"	1	AcornStairlifts	False	1193	[]	Mon Apr 29 14:35:53 +0000 2019	11
59	If you are in a position to donate, we would appreciate it so much if you did at https://t.co/zMMmoebg5C Each and every donation will help the hospice to keep caring for patients and their families	5	busher18	False	436	[]	Sun Apr 28 18:04:46 +0000 2019	7
60	#SupportIndieFilm ! We're #Crowdfunding for #SomeoneLikeMe . We have 16 different #pledge levels, each comes with different #ThankYouGifts . The more you #donate the more #gifts we'll send… https://t.co/AMQ4Cj6Had	1	M_Filmmaker	False	21	[{'text': 'SupportIndieFilm', 'indices': [0, 17]}, {'text': 'Crowdfunding', 'indices': [26, 39]}, {'text': 'SomeoneLikeMe', 'indices': [44, 58]}, {'text': 'pledge', 'indices': [82, 89]}]	Tue Apr 30 17:41:22 +0000 2019	6
61	"For every photo of an adopted pet posted in the replies to this tweet👇, we’ll donate $5 to local shelter @Animalsmatter6 (up to $1,000)! 🐈🐱🐕🐶
#AdoptAShelterPetDay #AdoptDontShop https://t.co/acG8Hspgw0"	1	DeltaDentalAR	False	4340	[]	Tue Apr 30 13:30:05 +0000 2019	1
62	WOW! We did it — we crossed our goal. But if you haven't given, you can still give and your gift will go twice as far thanks to the generosity of @BCBSTX! Every donation made today will be matched DOLLAR FOR DOLLAR. https://t.co/O3XLip6qBH https://t.co/LtyOXFkAnL	3	TexasTribune	True	198175	[]	Tue Apr 30 16:58:26 +0000 2019	7
63	In need of hashtag heroes! For every store of perseverance posted with #StoriesforOoch, we'll donate $1 (up to $25,000 until May 11) to https://t.co/n9FPQX5ul3. https://t.co/VN23EGuIIr	3	VWcanada	True	52760	[{'text': 'StoriesforOoch', 'indices': [71, 86]}]	Fri Apr 26 20:56:00 +0000 2019	4
64	It's UK Coffee week-the nation's largest celebration of coffee!For every coffee and cake sold together during this week in @PenandCobBeds,we will donate £1 to Project Waterfall-a charitable initiative bringing clean water,sanitation and education to coffee-growing communities https://t.co/B97qLTZhNZ	3	BedfordSwan	False	4079	[]	Tue Apr 30 09:58:27 +0000 2019	2
65	"It's on! 50 til 50! We are protesting winter but helping the animals. 
We will donate $.50 to @NEHumaneSociety for every regularly priced meal we sell until it hits 50 degrees outside! Warm up with a toasted sub! 
**Please retweet and let's raise some $$$** https://t.co/pfiYeAcR8p"	50	psubomaha	False	773	[]	Thu Feb 28 13:55:36 +0000 2019	57
66	WE LOVE READING! Here’s our #shelfie #MagicOfStorytelling For every shelfie with that hashtag @Disney will donate 1 book, up to 1 million, to First Book! Post yours! And yes — my boys both seem to love science like mommy. 🤗 https://t.co/eJA1vbd6Y7	28	Ginger_Zee	True	2335563	[{'text': 'shelfie', 'indices': [28, 36]}, {'text': 'MagicOfStorytelling', 'indices': [37, 57]}]	Wed Feb 27 21:38:25 +0000 2019	436
67	We're so excited to announce that actor Scott Foley has joined the Not on My Watch movement! Watch his story and for every share of this PSA, TESARO will donate $5 to #OvarianCancer patient organizations. Spread the word to #DeclareNotOnMyWatch. https://t.co/lcOd2caIZU	90	_NotOnMyWatch	False	686	[]	Tue Feb 26 13:33:50 +0000 2019	105
68	For every RT @Verizon will donate $1, up to $1.5M, in support of first responders to the @GarySiniseFound (1.18.19 – 2.8.19). We’re proud to partner with Verizon and introduce The Team That Wouldn’t Be Here. Join me in recognizing first responders. #AllOurThanks https://t.co/Mhh92x01ig	14759	GarySiniseFound	True	52069	[]	Sun Jan 20 22:29:57 +0000 2019	6181
69	Please share and donate. Every penny will count and help make a difference. We have just under 2 hour to reach our targer. https://t.co/mz0yXFWzmb	20	abdirahman92	False	408	[]	Thu Feb 28 21:59:53 +0000 2019	15
70	"We'll get through this together... 

With only 2000m to go, the team are hanging onto each other for support. Do we have any words of support and encouragement for the #ReturnToKili🏔️ as they scale the last part in the early hours of the morning?

Donate: https://t.co/qQmPLA319H https://t.co/S2AKoZTi8R"	29	comicrelief	True	246590	[]	Thu Feb 28 19:42:52 +0000 2019	209
71	IF 25 PEOPLE ON THE TL DONATE £1 EACH WE WILL REACH OUR TARGET ‼️‼️‼️‼️ https://t.co/CCII7MeSOW	7	h_ali27	False	1200	[]	Thu Feb 28 22:43:37 +0000 2019	5
72	To celebrate America’s farmers we will donate $5 for every retweet to a great organization, @FarmRescueOrg. Join us in supporting all the hardworking men &amp; women who grow America’s crops 🍻 #ToastToFarmers Learn more at https://t.co/EFNOe2dzUg &amp; https://t.co/GMo9rTFq5W https://t.co/CMB4kRY2O4	40647	BuschBeer	True	64787	[]	Thu Feb 14 22:25:45 +0000 2019	13903
73	"UpNorth Family LOVES reading! We took our #shelfie for #MagicOfStorytelling. For every shelfie with the hashtag, @Disney will donate a new book to First Book! 
https://t.co/TViB3FKplt https://t.co/Ccxej7JOPU"	1	ChristinaHepner	True	656	[{'text': 'shelfie', 'indices': [42, 50]}, {'text': 'MagicOfStorytelling', 'indices': [55, 75]}]	Thu Feb 28 20:53:51 +0000 2019	3
74	#RareDiseaseDay For every Hope House Anchor piece sold, we will donate £10 to Tŷ Gobaith Children's Hospice, also known as Hope House, who provide specialist nursing care for life-limited children. Get yours here: https://t.co/aoPTkrnGPD #Clogau #WelshGold @HopeHouseKids https://t.co/AgmegsBAPE	8	Clogau	False	6374	[{'text': 'RareDiseaseDay', 'indices': [0, 15]}]	Thu Feb 28 12:00:06 +0000 2019	14
75	For every 100,000 retweets this gets Bell will donate $5000 towards mental health initiatives. Lets see how much we can raise! #BellLetsTalk	84917	BeII_LetsTaIk	False	3130	[{'text': 'BellLetsTalk', 'indices': [127, 140]}]	Wed Jan 30 04:42:05 +0000 2019	14557
76	"THREE more beautiful dogs being saved from the hell hole kill shelter in Serbia. 
Needless to say this is going to cost...and we will need your help yet again.
If every follower could donate just £1 it would be wonderful 🙏
https://t.co/qMbYUkQT7Q
Stating URGENT https://t.co/dzBS0yBUa7"	20	SCGR_Rescue	False	2532	[]	Thu Feb 28 19:40:25 +0000 2019	18
77	@TX21Indivisible We’re a non-profit educating Spanish-speaking kids &amp; parents to give them a successful future. Each donation will speak volumes to help us reach our $20K goal, funding 1yr of education for 10 kids. Please donate or give us a RT https://t.co/PQLEvfwq7P #AmplifyATX https://t.co/0Ekj0ocV43	0	TodosJuntosLC	False	151	[]	Thu Feb 28 22:12:00 +0000 2019	1
78	Quotes for Good is an easy way to help nonprofits in our community. For every quote my team and I complete this month, we'll donate $10 to The San Leandro Community Food Pantry. Call me for a quote and share this post! https://t.co/gzzzKnKeH0	5	SFAgentJgarcia	False	133	[]	Thu Feb 28 16:20:16 +0000 2019	7
79	"3 of our guys are raising money at the #NFLCombine

For each RT we’ll donate $0.25 to ALL 3. On top of that we’ll split an additional $100 based on the voting % below.

#WeAre #PennStateProud

Check out their Twitters to donate yourself! @McSorley_IX @BoobieMilesXXIV @52batesryan"	128	nonamesallgame	False	558	[{'text': 'NFLCombine', 'indices': [39, 50]}]	Wed Feb 27 15:13:46 +0000 2019	27
80	@GinaForAustin We’re a non-profit educating Spanish-speaking kids &amp; parents to give them a successful future. Each donation will speak volumes to help us reach our $20K goal, funding 1yr of education for 10 kids. Please donate or give us a RT! https://t.co/PQLEvfwq7P #AmplifyATX https://t.co/qE4UAMwb3P	0	TodosJuntosLC	False	151	[]	Thu Feb 28 22:06:00 +0000 2019	1
81	Quotes for Good makes it easy to help our community! For every quote my team completes in March, we'll donate $10 to the Boys &amp; Girls Club of Lawrence County!   Stop in for a quote and retweet to spread the news! #HereToHelp https://t.co/6R3ya75rTz	0	JudyMacySF	False	13	[]	Thu Feb 28 22:04:29 +0000 2019	0
82	@YvonneN_KVUE We’re a non-profit educating Spanish-speaking kids &amp; parents to give them a successful future. Each donation will speak volumes to help us reach our $20K goal, funding 1yr of education for 10 kids. Please donate here or RT! https://t.co/PQLEvfO1wp #AmplifyATX https://t.co/Cyb2XKgjFl	0	TodosJuntosLC	False	151	[]	Thu Feb 28 22:00:00 +0000 2019	0
